,year,date_conducted,date_published,pollster,geography,mode,sample_size,population_surveyed,sponsor,cc_poll_share,dgm_poll_share,pdal_poll_share,ssp_poll_share,undecided_poll_share
3723,1998,1998-05-25,1998-05-27,Progressive Polling,Byteforge Domain,Live caller,1000,LV,,0.394,0.065,0.486,0.0,0.055
3724,1998,1998-05-25,1998-05-27,Proudly Paid For Polling,Byteforge Domain,Online,1000,LV,DGM,0.418,0.094,0.424,0.0,0.064
3725,1998,1998-05-26,1998-05-27,Electropolis Elects,Electropolis,Live caller,1000,LV,,0.37,0.228,0.336,0.0,0.066
3726,1998,1998-05-26,1998-05-27,Metaflux University,Infinitron Peninsula,IVR,1500,RV,,0.423,0.288,0.193,0.0,0.095
3727,1998,1998-05-25,1998-05-27,Dataland Daily,National,Online,200,Adults,,0.165,0.36,0.295,0.05,0.13
3728,1998,1998-05-26,1998-05-27,Dataland Daily,National,Online,200,Adults,,0.17,0.225,0.43,0.05,0.125
3729,1998,1998-05-26,1998-05-27,No Province Left Behind,Quantumridge,IVR,500,LV,,0.178,0.284,0.478,0.0,0.06
3730,1998,1998-05-26,1998-05-28,Progressive Polling,Byteforge Domain,Live caller,1000,LV,,0.418,0.068,0.442,0.0,0.072
3731,1998,1998-05-26,1998-05-28,Dataland Register-Gazette,Cerebrica,Live caller,1500,LV,,0.241,0.305,0.32,0.075,0.059
3732,1998,1998-05-27,1998-05-29,No Province Left Behind,Infinitron Peninsula,IVR,500,LV,,0.466,0.286,0.178,0.0,0.07
3733,1998,1998-05-27,1998-05-29,Dataland Daily,National,Online,200,Adults,,0.295,0.205,0.325,0.06,0.115
3734,1998,1998-05-28,1998-05-29,Dataland Daily,National,Online,200,Adults,,0.22,0.26,0.365,0.07,0.085
3735,1998,1998-05-27,1998-05-29,No Province Left Behind,Neuronia,IVR,500,LV,,0.044,0.192,0.082,0.644,0.038
3736,1998,1998-05-29,1998-05-30,Progressive Polling,Circuiton,Live caller,1000,LV,,0.111,0.335,0.491,0.0,0.063
3737,1998,1998-05-29,1998-05-30,Proudly Paid For Polling,Neuronia,Online,1000,LV,CC,0.067,0.162,0.091,0.626,0.054
3738,1998,1998-05-28,1998-05-30,Metaflux University,Quantumridge,IVR,1500,RV,,0.175,0.314,0.437,0.0,0.075
3739,1998,1998-05-30,1998-05-31,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,,0.116,0.35,0.472,0.0,0.062
3740,1998,1998-05-29,1998-05-31,Dataland Daily,National,Online,200,Adults,,0.23,0.22,0.375,0.055,0.12
3741,1998,1998-05-30,1998-05-31,Dataland Daily,National,Online,200,Adults,,0.18,0.33,0.3,0.07,0.12
3742,1998,1998-05-29,1998-05-31,Dataland Register-Gazette,Synapse Territories,Live caller,1500,LV,,0.181,0.237,0.238,0.284,0.061
3743,1998,1998-05-30,1998-06-01,Proudly Paid For Polling,Circuit Confederation,Online,1000,LV,DGM,0.217,0.277,0.437,0.0,0.069
3744,1998,1998-05-31,1998-06-01,Proudly Paid For Polling,Circuit Confederation,Online,1000,LV,CC,0.286,0.226,0.416,0.0,0.072
3745,1998,1998-05-31,1998-06-01,Dataland Daily,National,Online,200,Adults,,0.14,0.34,0.335,0.065,0.12
3746,1998,1998-06-01,1998-06-02,Cobolite Coalition Calling,Byteforge Domain,IVR,2000,RV,CC,0.48,0.065,0.36,0.0,0.095
3747,1998,1998-05-31,1998-06-02,Metaflux University,Infinitron Peninsula,IVR,1500,RV,,0.411,0.288,0.217,0.0,0.084
3748,1998,1998-06-01,1998-06-02,Dataland Daily,National,Online,200,Adults,,0.225,0.225,0.355,0.065,0.13
3749,1998,1998-06-01,1998-06-03,Proudly Paid For Polling,Byteforge Domain,Online,1000,LV,CC,0.459,0.087,0.407,0.0,0.047
3750,1998,1998-06-01,1998-06-03,Progressive Polling,Infoglen,Live caller,1000,LV,PDAL,0.285,0.27,0.392,0.0,0.053
3751,1998,1998-06-01,1998-06-03,Proudly Paid For Polling,Infoglen,Online,1000,LV,PDAL,0.288,0.304,0.35,0.0,0.058
3752,1998,1998-06-02,1998-06-04,Dataland Daily,National,Online,200,Adults,,0.205,0.18,0.34,0.125,0.15
3753,1998,1998-06-02,1998-06-04,Dataland Register-Gazette,National,Live caller,1500,LV,,0.291,0.235,0.372,0.068,0.035
3754,1998,1998-06-03,1998-06-05,Synapse Strategies,Cortexia,Online,1000,LV,,0.159,0.188,0.257,0.362,0.034
3755,1998,1998-06-03,1998-06-05,Cobolite Coalition Calling,Infoglen,IVR,2000,RV,,0.37,0.272,0.299,0.0,0.059
3756,1998,1998-06-03,1998-06-05,Dataland Daily,National,Online,200,Adults,,0.195,0.36,0.275,0.05,0.12
3757,1998,1998-06-04,1998-06-06,Proudly Paid For Polling,Circuit Confederation,Online,1000,LV,DGM,0.224,0.27,0.462,0.0,0.044
3758,1998,1998-06-04,1998-06-06,Proudly Paid For Polling,Infinitron Peninsula,Online,1000,LV,PDAL,0.426,0.28,0.255,0.0,0.039
3759,1998,1998-06-04,1998-06-06,Proudly Paid For Polling,Infoglen,Online,1000,LV,PDAL,0.324,0.288,0.354,0.0,0.034
3760,1998,1998-06-04,1998-06-06,Metaflux University,Metaflux Realm,IVR,1500,RV,,0.357,0.247,0.319,0.0,0.077
3761,1998,1998-06-04,1998-06-06,Dataland Daily,National,Online,200,Adults,,0.2,0.235,0.355,0.09,0.12
3762,1998,1998-06-05,1998-06-06,Dataland Daily,National,Online,200,Adults,,0.275,0.195,0.315,0.085,0.13
3763,1998,1998-06-04,1998-06-06,Dataland Register-Gazette,Synapse Territories,Live caller,1500,LV,,0.187,0.219,0.254,0.292,0.048
3764,1998,1998-06-06,1998-06-07,Dataland Register-Gazette,Cerebrica,Live caller,1500,LV,,0.264,0.31,0.273,0.093,0.06
3765,1998,1998-06-05,1998-06-07,Electropolis Elects,Electropolis,Live caller,1000,LV,,0.425,0.179,0.344,0.0,0.052
3766,1998,1998-06-05,1998-06-07,Proudly Paid For Polling,Infinitron Peninsula,Online,1000,LV,DGM,0.406,0.335,0.211,0.0,0.048
3767,1998,1998-06-06,1998-06-08,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,,0.119,0.367,0.479,0.0,0.035
3768,1998,1998-06-06,1998-06-08,Dataland Daily,National,Online,200,Adults,,0.275,0.205,0.345,0.085,0.09
3769,1998,1998-06-07,1998-06-08,Dataland Daily,National,Online,200,Adults,,0.275,0.27,0.265,0.045,0.145
3770,1998,1998-06-07,1998-06-08,Big Dataland Surveys,National,Online,10000,RV,,0.26,0.246,0.349,0.068,0.077
3771,1998,1998-06-08,1998-06-09,No Province Left Behind,Binaryshire,IVR,500,LV,,0.81,0.026,0.118,0.0,0.046
3772,1998,1998-06-07,1998-06-09,Dataland Register-Gazette,Cortexia,Live caller,1500,LV,,0.171,0.175,0.26,0.364,0.03
3773,1998,1998-06-08,1998-06-09,Cobolite Coalition Calling,Cortexia,IVR,2000,RV,,0.13,0.214,0.268,0.34,0.048
3774,1998,1998-06-07,1998-06-09,Metaflux University,Infoglen,IVR,1500,RV,,0.411,0.223,0.283,0.0,0.083
3775,1998,1998-06-08,1998-06-09,Dataland Daily,National,Online,200,Adults,,0.245,0.165,0.395,0.08,0.115
3776,1998,1998-06-08,1998-06-10,Dataland Register-Gazette,Cortexia,Live caller,1500,LV,,0.155,0.175,0.277,0.359,0.033
3777,1998,1998-06-09,1998-06-10,Proudly Paid For Polling,Voltagea,Online,1000,LV,PDAL,0.169,0.248,0.53,0.0,0.053
3778,1998,1998-06-10,1998-06-11,Cobolite Coalition Calling,Binaryshire,IVR,2000,RV,CC,0.814,0.023,0.091,0.0,0.072
3779,1998,1998-06-10,1998-06-11,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,,0.243,0.254,0.448,0.0,0.056
3780,1998,1998-06-09,1998-06-11,Dataland Daily,National,Online,200,Adults,,0.195,0.25,0.3,0.08,0.175
3781,1998,1998-06-09,1998-06-11,Proudly Paid For Polling,National,Online,1000,LV,CC,0.322,0.201,0.362,0.082,0.033
3782,1998,1998-06-10,1998-06-12,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,LV,,0.263,0.226,0.48,0.0,0.031
3783,1998,1998-06-11,1998-06-12,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,LV,,0.268,0.223,0.485,0.0,0.023
3784,1998,1998-06-10,1998-06-12,Synapse Strategies,Cortexia,Online,1000,LV,SSP,0.164,0.168,0.199,0.438,0.031
3785,1998,1998-06-10,1998-06-12,Proudly Paid For Polling,Infoglen,Online,1000,LV,PDAL,0.333,0.291,0.34,0.0,0.036
3786,1998,1998-06-10,1998-06-12,Dataland Daily,National,Online,200,Adults,,0.2,0.22,0.395,0.055,0.13
3787,1998,1998-06-12,1998-06-13,Synapse Strategies,Cortexia,Online,1000,LV,SSP,0.158,0.191,0.244,0.378,0.029
3788,1998,1998-06-12,1998-06-13,Progressive Polling,Infoglen,Live caller,1000,LV,,0.337,0.321,0.322,0.0,0.02
3789,1998,1998-06-11,1998-06-13,Dataland Daily,National,Online,200,Adults,,0.19,0.32,0.305,0.065,0.12
3790,1998,1998-06-12,1998-06-13,Dataland Daily,National,Online,200,Adults,,0.21,0.195,0.4,0.095,0.1
3791,1998,1998-06-12,1998-06-13,Cobolite Coalition Calling,Quantumridge,IVR,2000,RV,,0.274,0.246,0.417,0.0,0.064
3792,1998,1998-06-12,1998-06-13,Synapse Strategies,Synapse Territories,Online,1000,LV,,0.191,0.25,0.232,0.302,0.025
3793,1998,1998-06-12,1998-06-13,Proudly Paid For Polling,Synapse Territories,Online,1000,LV,CC,0.197,0.235,0.248,0.277,0.043
3794,1998,1998-06-12,1998-06-13,Progressive Polling,Voltagea,Live caller,1000,LV,PDAL,0.183,0.207,0.571,0.0,0.039
3795,1998,1998-06-12,1998-06-14,Synapse Strategies,Cerebrica,Online,1000,LV,SSP,0.227,0.331,0.292,0.114,0.036
3796,1998,1998-06-12,1998-06-14,Electropolis Elects,Electropolis,Live caller,1000,LV,,0.405,0.245,0.315,0.0,0.035
3797,1998,1998-06-12,1998-06-14,Dataland Register-Gazette,National,Live caller,1500,LV,,0.278,0.231,0.388,0.068,0.035
3798,1998,1998-06-12,1998-06-14,Big Dataland Surveys,National,Online,10000,RV,,0.271,0.265,0.336,0.064,0.064
3799,1998,1998-06-12,1998-06-14,Synapse Strategies,Neuronia,Online,1000,LV,SSP,0.039,0.151,0.096,0.682,0.032
3800,1999,1999-04-06,1999-04-08,Progressive Polling,Electropolis,Live caller,1000,Adults,PDAL,0.279,0.235,0.326,0.0,0.16
3801,1999,1999-04-06,1999-04-08,Dataland Daily,National,Online,200,Adults,,0.22,0.245,0.285,0.095,0.155
3802,1999,1999-04-07,1999-04-08,Dataland Daily,National,Online,200,Adults,,0.195,0.185,0.32,0.045,0.255
3803,1999,1999-04-07,1999-04-08,No Province Left Behind,Quantumridge,IVR,500,RV,,0.19,0.242,0.4,0.0,0.168
3804,1999,1999-04-07,1999-04-09,No Province Left Behind,Amperville,IVR,500,RV,,0.048,0.146,0.642,0.0,0.164
3805,1999,1999-04-08,1999-04-10,Dataland Daily,National,Online,200,Adults,,0.16,0.21,0.39,0.05,0.19
3806,1999,1999-04-09,1999-04-10,Dataland Daily,National,Online,200,Adults,,0.18,0.22,0.295,0.08,0.225
3807,1999,1999-04-10,1999-04-11,Progressive Polling,Cerebrica,Live caller,1000,Adults,PDAL,0.206,0.194,0.405,0.062,0.133
3808,1999,1999-04-10,1999-04-11,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,,0.35,0.174,0.288,0.0,0.188
3809,1999,1999-04-09,1999-04-11,Big Dataland Surveys,Synapse Territories,Online,10000,RV,,0.15,0.224,0.257,0.234,0.134
3810,1999,1999-04-10,1999-04-12,Cobolite Coalition Calling,Cerebrica,IVR,2000,RV,,0.197,0.227,0.313,0.078,0.185
3811,1999,1999-04-10,1999-04-12,Dataland Daily,National,Online,200,Adults,,0.155,0.275,0.26,0.055,0.255
3812,1999,1999-04-11,1999-04-12,Dataland Daily,National,Online,200,Adults,,0.2,0.175,0.345,0.065,0.215
3813,1999,1999-04-11,1999-04-12,No Province Left Behind,Quantumridge,IVR,500,RV,,0.168,0.268,0.466,0.0,0.098
3814,1999,1999-04-11,1999-04-13,No Province Left Behind,National,IVR,500,RV,,0.238,0.182,0.308,0.09,0.182
3815,1999,1999-04-12,1999-04-14,No Province Left Behind,Binaryshire,IVR,500,RV,,0.71,0.018,0.14,0.0,0.132
3816,1999,1999-04-13,1999-04-14,Progressive Polling,Byteforge Domain,Live caller,1000,Adults,,0.327,0.054,0.488,0.0,0.131
3817,1999,1999-04-12,1999-04-14,Dataland Daily,National,Online,200,Adults,,0.17,0.195,0.375,0.04,0.22
3818,1999,1999-04-13,1999-04-15,Dataland Daily,National,Online,200,Adults,,0.15,0.235,0.4,0.025,0.19
3819,1999,1999-04-14,1999-04-15,Dataland Daily,National,Online,200,Adults,,0.18,0.185,0.355,0.05,0.23
3820,1999,1999-04-13,1999-04-15,Cobolite Coalition Calling,Synapse Territories,IVR,2000,RV,,0.228,0.192,0.194,0.208,0.178
3821,1999,1999-04-13,1999-04-15,Progressive Polling,Voltagea,Live caller,1000,Adults,PDAL,0.098,0.174,0.621,0.0,0.107
3822,1999,1999-04-14,1999-04-16,Big Dataland Surveys,National,Online,10000,RV,,0.202,0.241,0.337,0.063,0.157
3823,1999,1999-04-15,1999-04-16,Dataland Daily,National,Online,200,Adults,,0.175,0.215,0.3,0.085,0.225
3824,1999,1999-04-15,1999-04-17,No Province Left Behind,Binaryshire,IVR,500,RV,,0.698,0.02,0.132,0.0,0.15
3825,1999,1999-04-16,1999-04-17,Cobolite Coalition Calling,Synapse Territories,IVR,2000,RV,CC,0.24,0.184,0.184,0.231,0.162
3826,1999,1999-04-16,1999-04-18,Dataland Daily,National,Online,200,Adults,,0.23,0.235,0.265,0.05,0.22
3827,1999,1999-04-17,1999-04-19,Dataland Daily,National,Online,200,Adults,,0.245,0.19,0.31,0.03,0.225
3828,1999,1999-04-18,1999-04-20,Synapse Strategies,Cerebrica,Online,1000,RV,SSP,0.202,0.239,0.313,0.099,0.147
3829,1999,1999-04-18,1999-04-20,Dataland Daily,National,Online,200,Adults,,0.16,0.22,0.395,0.02,0.205
3830,1999,1999-04-19,1999-04-20,Dataland Daily,National,Online,200,Adults,,0.17,0.16,0.35,0.045,0.275
3831,1999,1999-04-19,1999-04-21,Cobolite Coalition Calling,Circuiton,IVR,2000,RV,,0.098,0.31,0.439,0.0,0.154
3832,1999,1999-04-20,1999-04-21,Dataland Daily,National,Online,200,Adults,,0.205,0.165,0.34,0.065,0.225
3833,1999,1999-04-21,1999-04-22,Dataland Daily,National,Online,200,Adults,,0.25,0.235,0.295,0.035,0.185
3834,1999,1999-04-21,1999-04-22,No Province Left Behind,Quantumridge,IVR,500,RV,,0.214,0.286,0.41,0.0,0.09
3835,1999,1999-04-22,1999-04-23,Cobolite Coalition Calling,Cerebrica,IVR,2000,RV,CC,0.33,0.234,0.234,0.06,0.144
3836,1999,1999-04-22,1999-04-24,Dataland Daily,National,Online,200,Adults,,0.165,0.16,0.445,0.05,0.18
3837,1999,1999-04-22,1999-04-24,Synapse Strategies,Synapse Territories,Online,1000,RV,,0.156,0.189,0.261,0.202,0.192
3838,1999,1999-04-23,1999-04-25,Synapse Strategies,Cerebrica,Online,1000,RV,SSP,0.255,0.23,0.286,0.094,0.135
3839,1999,1999-04-23,1999-04-25,Dataland Daily,National,Online,200,Adults,,0.2,0.25,0.355,0.04,0.155
3840,1999,1999-04-24,1999-04-25,Dataland Daily,National,Online,200,Adults,,0.16,0.225,0.405,0.04,0.17
3841,1999,1999-04-25,1999-04-26,Dataland Daily,National,Online,200,Adults,,0.17,0.225,0.35,0.03,0.225
3842,1999,1999-04-25,1999-04-27,Progressive Polling,Byteforge Domain,Live caller,1000,Adults,,0.394,0.065,0.44,0.0,0.101
3843,1999,1999-04-25,1999-04-27,Metaflux University,Byteforge Domain,IVR,1500,Adults,,0.361,0.06,0.432,0.0,0.147
3844,1999,1999-04-26,1999-04-27,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,,0.173,0.273,0.411,0.0,0.143
3845,1999,1999-04-26,1999-04-27,Dataland Daily,National,Online,200,Adults,,0.215,0.22,0.3,0.045,0.22
3846,1999,1999-04-25,1999-04-27,Big Dataland Surveys,Synapse Territories,Online,10000,RV,,0.14,0.22,0.292,0.17,0.177
3847,1999,1999-04-27,1999-04-28,Dataland Daily,National,Online,200,Adults,,0.15,0.22,0.375,0.07,0.185
3848,1999,1999-04-26,1999-04-28,Cobolite Coalition Calling,Synapse Territories,IVR,2000,RV,CC,0.184,0.258,0.214,0.192,0.152
3849,1999,1999-04-27,1999-04-28,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.173,0.188,0.277,0.239,0.123
3850,1999,1999-04-27,1999-04-29,No Province Left Behind,Binaryshire,IVR,500,RV,,0.74,0.034,0.13,0.0,0.096
3851,1999,1999-04-28,1999-04-30,Dataland Daily,National,Online,200,Adults,,0.2,0.28,0.29,0.055,0.175
3852,1999,1999-04-29,1999-04-30,Dataland Daily,National,Online,200,Adults,,0.185,0.2,0.39,0.065,0.16
3853,1999,1999-04-29,1999-05-01,No Province Left Behind,Binaryshire,IVR,500,RV,,0.778,0.016,0.106,0.0,0.1
3854,1999,1999-04-30,1999-05-01,Synapse Strategies,Cerebrica,Online,1000,RV,SSP,0.266,0.236,0.294,0.076,0.128
3855,1999,1999-04-30,1999-05-01,Cobolite Coalition Calling,Quantumridge,IVR,2000,RV,CC,0.238,0.228,0.443,0.0,0.092
3856,1999,1999-04-30,1999-05-02,Cobolite Coalition Calling,Byteforge Domain,IVR,2000,RV,,0.424,0.062,0.374,0.0,0.14
3857,1999,1999-04-30,1999-05-02,Dataland Daily,National,Online,200,Adults,,0.16,0.19,0.38,0.07,0.2
3858,1999,1999-05-01,1999-05-03,Proudly Paid For Polling,Byteforge Domain,Online,1000,RV,DGM,0.345,0.085,0.453,0.0,0.117
3859,1999,1999-05-01,1999-05-03,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,,0.239,0.248,0.339,0.072,0.103
3860,1999,1999-05-01,1999-05-03,Metaflux University,Infoglen,IVR,1500,RV,,0.305,0.259,0.303,0.0,0.133
3861,1999,1999-05-01,1999-05-03,Dataland Daily,National,Online,200,Adults,,0.135,0.18,0.375,0.08,0.23
3862,1999,1999-05-02,1999-05-04,Dataland Daily,National,Online,200,Adults,,0.25,0.215,0.31,0.045,0.18
3863,1999,1999-05-03,1999-05-04,Dataland Daily,National,Online,200,Adults,,0.18,0.21,0.41,0.04,0.16
3864,1999,1999-05-04,1999-05-05,Proudly Paid For Polling,Cerebrica,Online,1000,RV,CC,0.339,0.227,0.253,0.059,0.122
3865,1999,1999-05-04,1999-05-05,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,,0.232,0.22,0.45,0.0,0.098
3866,1999,1999-05-04,1999-05-05,Dataland Daily,National,Online,200,Adults,,0.205,0.225,0.35,0.035,0.185
3867,1999,1999-05-04,1999-05-05,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.198,0.202,0.278,0.214,0.108
3868,1999,1999-05-04,1999-05-06,Proudly Paid For Polling,Byteforge Domain,Online,1000,RV,PDAL,0.292,0.066,0.543,0.0,0.099
3869,1999,1999-05-05,1999-05-06,Proudly Paid For Polling,Cortexia,Online,1000,RV,PDAL,0.128,0.2,0.348,0.23,0.094
3870,1999,1999-05-05,1999-05-06,Progressive Polling,Electropolis,Live caller,1000,Adults,,0.287,0.295,0.328,0.0,0.09
3871,1999,1999-05-04,1999-05-06,Metaflux University,Infinitron Peninsula,IVR,1500,RV,,0.391,0.222,0.202,0.0,0.185
3872,1999,1999-05-05,1999-05-06,Dataland Register-Gazette,Infoglen,Live caller,1500,RV,,0.28,0.277,0.303,0.0,0.14
3873,1999,1999-05-04,1999-05-06,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,,0.371,0.209,0.341,0.0,0.08
3874,1999,1999-05-04,1999-05-06,No Province Left Behind,Neuronia,IVR,500,RV,,0.05,0.146,0.114,0.542,0.148
3875,1999,1999-05-05,1999-05-06,Proudly Paid For Polling,Quantumridge,Online,1000,RV,CC,0.253,0.255,0.428,0.0,0.064
3876,1999,1999-05-05,1999-05-06,Proudly Paid For Polling,Synapse Territories,Online,1000,RV,PDAL,0.168,0.195,0.286,0.215,0.136
3877,1999,1999-05-05,1999-05-07,Dataland Daily,National,Online,200,Adults,,0.22,0.295,0.295,0.075,0.115
3878,1999,1999-05-06,1999-05-07,Dataland Daily,National,Online,200,Adults,,0.125,0.275,0.4,0.04,0.16
3879,1999,1999-05-05,1999-05-07,Synapse Strategies,Synapse Territories,Online,1000,RV,,0.177,0.18,0.288,0.213,0.142
3880,1999,1999-05-06,1999-05-07,Dataland Register-Gazette,Synapse Territories,Live caller,1500,RV,,0.177,0.222,0.254,0.242,0.105
3881,1999,1999-05-07,1999-05-08,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,RV,,0.339,0.063,0.497,0.0,0.101
3882,1999,1999-05-06,1999-05-08,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,,0.18,0.277,0.422,0.0,0.121
3883,1999,1999-05-07,1999-05-08,Proudly Paid For Polling,Circuit Confederation,Online,1000,RV,CC,0.223,0.228,0.451,0.0,0.098
3884,1999,1999-05-06,1999-05-08,Progressive Polling,Circuiton,Live caller,1000,Adults,,0.067,0.34,0.491,0.0,0.102
3885,1999,1999-05-06,1999-05-08,Progressive Polling,Infoglen,Live caller,1000,Adults,,0.215,0.339,0.326,0.0,0.12
3886,1999,1999-05-06,1999-05-08,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,,0.3,0.253,0.326,0.0,0.121
3887,1999,1999-05-06,1999-05-08,Synapse Strategies,Neuronia,Online,1000,RV,SSP,0.035,0.161,0.103,0.595,0.106
3888,1999,1999-05-08,1999-05-09,Proudly Paid For Polling,Byteforge Domain,Online,1000,RV,PDAL,0.29,0.089,0.501,0.0,0.12
3889,1999,1999-05-08,1999-05-09,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,,0.285,0.256,0.309,0.07,0.08
3890,1999,1999-05-08,1999-05-09,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,RV,,0.177,0.246,0.467,0.0,0.111
3891,1999,1999-05-08,1999-05-09,Metaflux University,Infoglen,IVR,1500,RV,,0.284,0.307,0.293,0.0,0.117
3892,1999,1999-05-07,1999-05-09,Dataland Daily,National,Online,200,Adults,,0.21,0.23,0.35,0.05,0.16
3893,1999,1999-05-08,1999-05-09,Dataland Daily,National,Online,200,Adults,,0.17,0.225,0.38,0.06,0.165
3894,1999,1999-05-09,1999-05-10,Proudly Paid For Polling,Circuit Confederation,Online,1000,RV,PDAL,0.162,0.244,0.509,0.0,0.085
3895,1999,1999-05-08,1999-05-10,Cobolite Coalition Calling,Synapse Territories,IVR,2000,RV,,0.241,0.196,0.228,0.211,0.125
3896,1999,1999-05-09,1999-05-11,Cobolite Coalition Calling,Amperville,IVR,2000,RV,CC,0.046,0.112,0.747,0.0,0.095
3897,1999,1999-05-09,1999-05-11,Cobolite Coalition Calling,Circuit Confederation,IVR,2000,RV,,0.2,0.2,0.485,0.0,0.116
3898,1999,1999-05-10,1999-05-11,Metaflux University,Infinitron Peninsula,IVR,1500,RV,,0.389,0.233,0.227,0.0,0.151
3899,1999,1999-05-09,1999-05-11,Dataland Daily,National,Online,200,Adults,,0.18,0.24,0.355,0.07,0.155
3900,1999,1999-05-10,1999-05-11,Dataland Daily,National,Online,200,Adults,,0.14,0.225,0.39,0.06,0.185
3901,1999,1999-05-09,1999-05-11,Proudly Paid For Polling,Quantumridge,Online,1000,RV,DGM,0.16,0.342,0.377,0.0,0.121
3902,1999,1999-05-11,1999-05-12,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,RV,,0.168,0.271,0.47,0.0,0.091
3903,1999,1999-05-11,1999-05-12,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,,0.179,0.223,0.501,0.0,0.096
3904,1999,1999-05-11,1999-05-12,Proudly Paid For Polling,Circuit Confederation,Online,1000,LV,CC,0.212,0.187,0.462,0.0,0.139
3905,1999,1999-05-11,1999-05-12,Dataland Daily,National,Online,200,Adults,,0.135,0.305,0.305,0.07,0.185
3906,1999,1999-05-11,1999-05-13,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,,0.318,0.201,0.381,0.0,0.1
3907,1999,1999-05-11,1999-05-13,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.164,0.201,0.328,0.204,0.103
3908,1999,1999-05-12,1999-05-14,Proudly Paid For Polling,Amperville,Online,1000,LV,DGM,0.043,0.124,0.74,0.0,0.093
3909,1999,1999-05-12,1999-05-14,Progressive Polling,Cortexia,Live caller,1000,Adults,,0.1,0.204,0.37,0.237,0.089
3910,1999,1999-05-12,1999-05-14,Dataland Daily,National,Online,200,Adults,,0.155,0.215,0.455,0.02,0.155
3911,1999,1999-05-13,1999-05-14,Dataland Daily,National,Online,200,Adults,,0.18,0.225,0.4,0.045,0.15
3912,1999,1999-05-12,1999-05-14,Metaflux University,Quantumridge,IVR,1500,RV,,0.143,0.211,0.537,0.0,0.108
3913,1999,1999-05-14,1999-05-15,Dataland Register-Gazette,Cortexia,Live caller,1500,RV,,0.133,0.179,0.353,0.248,0.087
3914,1999,1999-05-14,1999-05-15,Dataland Daily,National,Online,200,Adults,,0.195,0.325,0.27,0.07,0.14
3915,1999,1999-05-15,1999-05-16,Metaflux University,Infinitron Peninsula,IVR,1500,RV,,0.376,0.251,0.248,0.0,0.125
3916,1999,1999-05-16,1999-05-17,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,,0.256,0.248,0.329,0.079,0.089
3917,1999,1999-05-15,1999-05-17,Dataland Register-Gazette,Circuiton,Live caller,1500,RV,,0.072,0.323,0.497,0.0,0.107
3918,1999,1999-05-15,1999-05-17,Dataland Daily,National,Online,200,Adults,,0.175,0.26,0.365,0.05,0.15
3919,1999,1999-05-16,1999-05-17,Proudly Paid For Polling,Quantumridge,Online,1000,LV,CC,0.208,0.269,0.44,0.0,0.083
3920,1999,1999-05-15,1999-05-17,Dataland Register-Gazette,Voltagea,Live caller,1500,RV,,0.113,0.247,0.553,0.0,0.087
3921,1999,1999-05-16,1999-05-18,Metaflux University,Infinitron Peninsula,IVR,1500,RV,,0.365,0.263,0.259,0.0,0.112
3922,1999,1999-05-16,1999-05-18,Dataland Daily,National,Online,200,Adults,,0.225,0.18,0.375,0.08,0.14
3923,1999,1999-05-17,1999-05-18,Dataland Daily,National,Online,200,Adults,,0.185,0.195,0.36,0.045,0.215
3924,1999,1999-05-16,1999-05-18,Proudly Paid For Polling,Synapse Territories,Online,1000,LV,DGM,0.181,0.266,0.264,0.223,0.066
3925,1999,1999-05-17,1999-05-19,Proudly Paid For Polling,Cerebrica,Online,1000,LV,DGM,0.271,0.311,0.271,0.07,0.077
3926,1999,1999-05-18,1999-05-19,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,,0.172,0.288,0.472,0.0,0.069
3927,1999,1999-05-17,1999-05-19,Dataland Register-Gazette,Infoglen,Live caller,1500,RV,,0.255,0.271,0.387,0.0,0.087
3928,1999,1999-05-18,1999-05-19,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,,0.278,0.247,0.384,0.0,0.091
3929,1999,1999-05-18,1999-05-19,Dataland Daily,National,Online,200,Adults,,0.13,0.265,0.355,0.085,0.165
3930,1999,1999-05-18,1999-05-19,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.174,0.247,0.293,0.22,0.066
